geocode,geography,year,topic,category,count
N09000006,Fermanagh and Omagh,2021,religion_or_religion_brought_up_in,none,4786
N09000007,Lisburn and Castlereagh,2011,religion_or_religion_brought_up_in,none,10897
N09000007,Lisburn and Castlereagh,2021,religion_or_religion_brought_up_in,none,19141
N09000008,Mid and East Antrim,2011,religion_or_religion_brought_up_in,none,9431
N09000008,Mid and East Antrim,2021,religion_or_religion_brought_up_in,none,16839
N09000009,Mid Ulster,2011,religion_or_religion_brought_up_in,none,3153
N09000009,Mid Ulster,2021,religion_or_religion_brought_up_in,none,6561
N09000010,"Newry, Mourne and Down",2011,religion_or_religion_brought_up_in,none,5603
N09000010,"Newry, Mourne and Down",2021,religion_or_religion_brought_up_in,none,9477
N09000011,Ards and North Down,2011,religion_or_religion_brought_up_in,none,16804
N09000011,Ards and North Down,2021,religion_or_religion_brought_up_in,none,27984
N92000002,Northern Ireland,2011,religion_or_religion_brought_up_in,none,101169
N92000002,Northern Ireland,2021,religion_or_religion_brought_up_in,none,177360
N09000001,Antrim and Newtownabbey,2011,religion_or_religion_brought_up_in,other_religions,1504
N09000001,Antrim and Newtownabbey,2021,religion_or_religion_brought_up_in,other_religions,2223
N09000002,"Armagh City, Banbridge and Craigavon",2011,religion_or_religion_brought_up_in,other_religions,1590
N09000002,"Armagh City, Banbridge and Craigavon",2021,religion_or_religion_brought_up_in,other_religions,2697
N09000003,Belfast,2011,religion_or_religion_brought_up_in,other_religions,5238
N09000003,Belfast,2021,religion_or_religion_brought_up_in,other_religions,11500
N09000004,Causeway Coast and Glens,2011,religion_or_religion_brought_up_in,other_religions,913
N09000004,Causeway Coast and Glens,2021,religion_or_religion_brought_up_in,other_religions,1102
N09000005,Derry City and Strabane,2011,religion_or_religion_brought_up_in,other_religions,940
N09000005,Derry City and Strabane,2021,religion_or_religion_brought_up_in,other_religions,1484
N09000006,Fermanagh and Omagh,2011,religion_or_religion_brought_up_in,other_religions,597
N09000006,Fermanagh and Omagh,2021,religion_or_religion_brought_up_in,other_religions,1073
N09000007,Lisburn and Castlereagh,2011,religion_or_religion_brought_up_in,other_religions,1442
N09000007,Lisburn and Castlereagh,2021,religion_or_religion_brought_up_in,other_religions,2517
N09000008,Mid and East Antrim,2011,religion_or_religion_brought_up_in,other_religions,1087
N09000008,Mid and East Antrim,2021,religion_or_religion_brought_up_in,other_religions,1341
N09000009,Mid Ulster,2011,religion_or_religion_brought_up_in,other_religions,690
N09000009,Mid Ulster,2021,religion_or_religion_brought_up_in,other_religions,1013
N09000010,"Newry, Mourne and Down",2011,religion_or_religion_brought_up_in,other_religions,862
N09000010,"Newry, Mourne and Down",2021,religion_or_religion_brought_up_in,other_religions,1327
N09000011,Ards and North Down,2011,religion_or_religion_brought_up_in,other_religions,1729
N09000011,Ards and North Down,2021,religion_or_religion_brought_up_in,other_religions,2237
N92000002,Northern Ireland,2011,religion_or_religion_brought_up_in,other_religions,16592
N92000002,Northern Ireland,2021,religion_or_religion_brought_up_in,other_religions,28514
N09000001,Antrim and Newtownabbey,2011,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,84658
N09000001,Antrim and Newtownabbey,2021,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,79689
N09000002,"Armagh City, Banbridge and Craigavon",2011,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,103315
N09000002,"Armagh City, Banbridge and Craigavon",2021,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,102063
N09000003,Belfast,2011,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,141790
N09000003,Belfast,2021,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,125633
N09000004,Causeway Coast and Glens,2011,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,77182
N09000004,Causeway Coast and Glens,2021,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,72530
N09000005,Derry City and Strabane,2011,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,37527
N09000005,Derry City and Strabane,2021,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,34848
N09000006,Fermanagh and Omagh,2011,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,37430
N09000006,Fermanagh and Omagh,2021,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,35856
N09000007,Lisburn and Castlereagh,2011,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,90206
N09000007,Lisburn and Castlereagh,2021,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,86883
N09000008,Mid and East Antrim,2011,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,98639
N09000008,Mid and East Antrim,2021,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,93477
N09000009,Mid Ulster,2011,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,46372
N09000009,Mid Ulster,2021,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,45421
N09000010,"Newry, Mourne and Down",2011,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,41009
N09000010,"Newry, Mourne and Down",2021,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,39970
N09000011,Ards and North Down,2011,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,117589
N09000011,Ards and North Down,2021,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,111175
N92000002,Northern Ireland,2011,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,875717
N92000002,Northern Ireland,2021,religion_or_religion_brought_up_in,protestant_and_other_christian_including_christian_related,827545
N09000001,Antrim and Newtownabbey,2021,renewable_energy,any_renewable,34946
N09000002,"Armagh City, Banbridge and Craigavon",2021,renewable_energy,any_renewable,34946
N09000003,Belfast,2021,renewable_energy,any_renewable,34946
N09000004,Causeway Coast and Glens,2021,renewable_energy,any_renewable,34946
N09000005,Derry City and Strabane,2021,renewable_energy,any_renewable,34946
N09000006,Fermanagh and Omagh,2021,renewable_energy,any_renewable,34946
N09000007,Lisburn and Castlereagh,2021,renewable_energy,any_renewable,34946
N09000008,Mid and East Antrim,2021,renewable_energy,any_renewable,34946
N09000009,Mid Ulster,2021,renewable_energy,any_renewable,34946
N09000010,"Newry, Mourne and Down",2021,renewable_energy,any_renewable,34946
N09000011,Ards and North Down,2021,renewable_energy,any_renewable,34946
N92000002,Northern Ireland,2021,renewable_energy,any_renewable,384406
N09000001,Antrim and Newtownabbey,2021,renewable_energy,no_renewable,34946
N09000002,"Armagh City, Banbridge and Craigavon",2021,renewable_energy,no_renewable,34946
N09000003,Belfast,2021,renewable_energy,no_renewable,34946
N09000004,Causeway Coast and Glens,2021,renewable_energy,no_renewable,34946
N09000005,Derry City and Strabane,2021,renewable_energy,no_renewable,34946
N09000006,Fermanagh and Omagh,2021,renewable_energy,no_renewable,34946
N09000007,Lisburn and Castlereagh,2021,renewable_energy,no_renewable,34946
N09000008,Mid and East Antrim,2021,renewable_energy,no_renewable,34946
N09000009,Mid Ulster,2021,renewable_energy,no_renewable,34946
N09000010,"Newry, Mourne and Down",2021,renewable_energy,no_renewable,34946
N09000011,Ards and North Down,2021,renewable_energy,no_renewable,34946
N92000002,Northern Ireland,2021,renewable_energy,no_renewable,384406
N09000001,Antrim and Newtownabbey,2011,sex,females,71209
N09000001,Antrim and Newtownabbey,2021,sex,females,74158
N09000002,"Armagh City, Banbridge and Craigavon",2011,sex,females,100980
N09000002,"Armagh City, Banbridge and Craigavon",2021,sex,females,110388
N09000003,Belfast,2011,sex,females,173629
N09000003,Belfast,2021,sex,females,177338
N09000004,Causeway Coast and Glens,2011,sex,females,71206
N09000004,Causeway Coast and Glens,2021,sex,females,71898
N09000005,Derry City and Strabane,2011,sex,females,75245
N09000005,Derry City and Strabane,2021,sex,females,77097
N09000006,Fermanagh and Omagh,2011,sex,females,56512
N09000006,Fermanagh and Omagh,2021,sex,females,58482
N09000007,Lisburn and Castlereagh,2011,sex,females,68901
N09000007,Lisburn and Castlereagh,2021,sex,females,75774
N09000008,Mid and East Antrim,2011,sex,females,69429
N09000008,Mid and East Antrim,2021,sex,females,70944
N09000009,Mid Ulster,2011,sex,females,69228
N09000009,Mid Ulster,2021,sex,females,75002
N09000010,"Newry, Mourne and Down",2011,sex,females,86449
N09000010,"Newry, Mourne and Down",2021,sex,females,92011
N09000011,Ards and North Down,2011,sex,females,80752
N09000011,Ards and North Down,2021,sex,females,83951
N92000002,Northern Ireland,2011,sex,females,923540
N92000002,Northern Ireland,2021,sex,females,967043
N09000001,Antrim and Newtownabbey,2011,sex,males,67358
N09000001,Antrim and Newtownabbey,2021,sex,males,71503
N09000002,"Armagh City, Banbridge and Craigavon",2011,sex,males,98713
N09000002,"Armagh City, Banbridge and Craigavon",2021,sex,males,108268
N09000003,Belfast,2011,sex,males,160242
N09000003,Belfast,2021,sex,males,168080
N09000004,Causeway Coast and Glens,2011,sex,males,69671
N09000004,Causeway Coast and Glens,2021,sex,males,69848
N09000005,Derry City and Strabane,2011,sex,males,72475
N09000005,Derry City and Strabane,2021,sex,males,73659
N09000006,Fermanagh and Omagh,2011,sex,males,56649
N09000006,Fermanagh and Omagh,2021,sex,males,58330
N09000007,Lisburn and Castlereagh,2011,sex,males,65940
N09000007,Lisburn and Castlereagh,2021,sex,males,73335
N09000008,Mid and East Antrim,2011,sex,males,65909
N09000008,Mid and East Antrim,2021,sex,males,68050
N09000009,Mid Ulster,2011,sex,males,69362
N09000009,Mid Ulster,2021,sex,males,75291
N09000010,"Newry, Mourne and Down",2011,sex,males,85084
N09000010,"Newry, Mourne and Down",2021,sex,males,90063
N09000011,Ards and North Down,2011,sex,males,75920
N09000011,Ards and North Down,2021,sex,males,79705
N92000002,Northern Ireland,2011,sex,males,887323
N92000002,Northern Ireland,2021,sex,males,936132
N09000001,Antrim and Newtownabbey,2021,ulster,no_ability_in_ulsterscots,124371
N09000002,"Armagh City, Banbridge and Craigavon",2021,ulster,no_ability_in_ulsterscots,190082
N09000003,Belfast,2021,ulster,no_ability_in_ulsterscots,309445
N09000004,Causeway Coast and Glens,2021,ulster,no_ability_in_ulsterscots,110467
N09000005,Derry City and Strabane,2021,ulster,no_ability_in_ulsterscots,136241
N09000006,Fermanagh and Omagh,2021,ulster,no_ability_in_ulsterscots,103902
N09000007,Lisburn and Castlereagh,2021,ulster,no_ability_in_ulsterscots,130943
N09000008,Mid and East Antrim,2021,ulster,no_ability_in_ulsterscots,107344
N09000009,Mid Ulster,2021,ulster,no_ability_in_ulsterscots,130543
N09000010,"Newry, Mourne and Down",2021,ulster,no_ability_in_ulsterscots,163349
N09000011,Ards and North Down,2021,ulster,no_ability_in_ulsterscots,139323
N92000002,Northern Ireland,2021,ulster,no_ability_in_ulsterscots,1646010
N09000001,Antrim and Newtownabbey,2021,ulster,some_ability_in_ulsterscots,16400
N09000002,"Armagh City, Banbridge and Craigavon",2021,ulster,some_ability_in_ulsterscots,20319
N09000003,Belfast,2021,ulster,some_ability_in_ulsterscots,24304
N09000004,Causeway Coast and Glens,2021,ulster,some_ability_in_ulsterscots,26692
N09000005,Derry City and Strabane,2021,ulster,some_ability_in_ulsterscots,9037
N09000006,Fermanagh and Omagh,2021,ulster,some_ability_in_ulsterscots,8649
N09000007,Lisburn and Castlereagh,2021,ulster,some_ability_in_ulsterscots,12823
N09000008,Mid and East Antrim,2021,ulster,some_ability_in_ulsterscots,27310
N09000009,Mid Ulster,2021,ulster,some_ability_in_ulsterscots,13494
N09000010,"Newry, Mourne and Down",2021,ulster,some_ability_in_ulsterscots,11893
N09000011,Ards and North Down,2021,ulster,some_ability_in_ulsterscots,19685
N92000002,Northern Ireland,2021,ulster,some_ability_in_ulsterscots,190606
N21000368,Causeway_A,2021,population,all_usual_residents,3686
N21000379,The_Glens_A,2021,population,all_usual_residents,1292
N21000380,The_Glens_B,2021,population,all_usual_residents,9477
N21000369,Causeway_B,2021,population,all_usual_residents,8802
N21000370,Causeway_C,2021,population,all_usual_residents,8417
N21000371,Causeway_D,2021,population,all_usual_residents,1583
N21000372,Causeway_E,2021,population,all_usual_residents,9549
N21000373,Causeway_F,2021,population,all_usual_residents,7273
N21000374,Causeway_G,2021,population,all_usual_residents,5849
N21000381,The_Glens_C,2021,population,all_usual_residents,8993
N21000375,Causeway_H,2021,population,all_usual_residents,8051
N21000350,Bann_A,2021,population,all_usual_residents,8872
N21000376,Causeway_J,2021,population,all_usual_residents,4151
N21000358,Coleraine_A,2021,population,all_usual_residents,6288
N21000359,Coleraine_B,2021,population,all_usual_residents,3636
N21000377,Causeway_K,2021,population,all_usual_residents,9892
N21000360,Coleraine_C,2021,population,all_usual_residents,5262
N21000351,Bann_B,2021,population,all_usual_residents,3755
N21000382,The_Glens_D,2021,population,all_usual_residents,3371
N21000361,Coleraine_D,2021,population,all_usual_residents,8698
N21000362,Coleraine_E,2021,population,all_usual_residents,1449
N21000363,Coleraine_F,2021,population,all_usual_residents,8327
N21000364,Coleraine_G,2021,population,all_usual_residents,6312
N21000383,The_Glens_E,2021,population,all_usual_residents,4339
N21000378,Causeway_L,2021,population,all_usual_residents,133
N21000343,Limavady_A,2021,population,all_usual_residents,4296
N21000365,Coleraine_H,2021,population,all_usual_residents,6627
N21000366,Coleraine_J,2021,population,all_usual_residents,2877
N21000367,Coleraine_K,2021,population,all_usual_residents,3038
N21000352,Bann_C,2021,population,all_usual_residents,9055
N21000386,Ballymoney_A,2021,population,all_usual_residents,1256
N21000387,Ballymoney_B,2021,population,all_usual_residents,6884
N21000384,The_Glens_F,2021,population,all_usual_residents,2090
N21000388,Ballymoney_C,2021,population,all_usual_residents,6009
N21000389,Ballymoney_D,2021,population,all_usual_residents,5006
N21000390,Ballymoney_E,2021,population,all_usual_residents,7315
N21000391,Ballymoney_F,2021,population,all_usual_residents,9924
N21000344,Limavady_B,2021,population,all_usual_residents,9861
N21000412,Ballyarnett_A,2021,population,all_usual_residents,8445
N21000353,Bann_D,2021,population,all_usual_residents,1145
N21000336,Benbradagh_A,2021,population,all_usual_residents,2697
N21000345,Limavady_C,2021,population,all_usual_residents,5579
N21000346,Limavady_D,2021,population,all_usual_residents,2568
N21000392,Ballymoney_G,2021,population,all_usual_residents,5144
N21000385,The_Glens_G,2021,population,all_usual_residents,9463
N21000337,Benbradagh_B,2021,population,all_usual_residents,7034
N21000347,Limavady_E,2021,population,all_usual_residents,9847
N21000348,Limavady_F,2021,population,all_usual_residents,6356
N21000349,Limavady_G,2021,population,all_usual_residents,7544
N21000413,Ballyarnett_B,2021,population,all_usual_residents,8497
N21000414,Ballyarnett_C,2021,population,all_usual_residents,6567
N21000415,Ballyarnett_D,2021,population,all_usual_residents,3422
N21000338,Benbradagh_C,2021,population,all_usual_residents,1874
N21000436,Faughan_A,2021,population,all_usual_residents,5226
N21000416,Ballyarnett_E,2021,population,all_usual_residents,8608
N21000417,Ballyarnett_F,2021,population,all_usual_residents,3720
N21000418,Ballyarnett_G,2021,population,all_usual_residents,3732
N21000419,Ballyarnett_H,2021,population,all_usual_residents,3415
N21000437,Faughan_B,2021,population,all_usual_residents,6126
N21000420,Ballyarnett_J,2021,population,all_usual_residents,4584
N21000421,Ballyarnett_K,2021,population,all_usual_residents,2902
N21000422,Ballyarnett_L,2021,population,all_usual_residents,2143
N21000438,Faughan_C,2021,population,all_usual_residents,6883
N21000393,Ballymoney_H,2021,population,all_usual_residents,3874
N21000405,Foyleside_A,2021,population,all_usual_residents,1426
N21000439,Faughan_D,2021,population,all_usual_residents,1848
N21000406,Foyleside_B,2021,population,all_usual_residents,7783
N21000407,Foyleside_C,2021,population,all_usual_residents,2623
N21000408,Foyleside_D,2021,population,all_usual_residents,7072
N21000409,Foyleside_E,2021,population,all_usual_residents,895
N21000394,Ballymoney_J,2021,population,all_usual_residents,7796
N21000423,Waterside_A,2021,population,all_usual_residents,6815
N21000410,Foyleside_F,2021,population,all_usual_residents,2676
N21000411,Foyleside_G,2021,population,all_usual_residents,6539
N21000424,Waterside_B,2021,population,all_usual_residents,3335
N21000601,Coast_Road_A,2021,population,all_usual_residents,7536
N21000397,The_Moor_A,2021,population,all_usual_residents,6200
N21000354,Bann_E,2021,population,all_usual_residents,5081
N21000398,The_Moor_B,2021,population,all_usual_residents,6944
N21000602,Coast_Road_B,2021,population,all_usual_residents,1966
N21000425,Waterside_C,2021,population,all_usual_residents,7959
N21000426,Waterside_D,2021,population,all_usual_residents,7716
N21000395,Ballymoney_K,2021,population,all_usual_residents,8822
N21000399,The_Moor_C,2021,population,all_usual_residents,4496
N21000427,Waterside_E,2021,population,all_usual_residents,1944
N21000339,Benbradagh_D,2021,population,all_usual_residents,1409
N21000428,Waterside_F,2021,population,all_usual_residents,1005
N21000400,The_Moor_D,2021,population,all_usual_residents,9673
N21000401,The_Moor_E,2021,population,all_usual_residents,1768
N21000402,The_Moor_F,2021,population,all_usual_residents,7574
N21000429,Waterside_G,2021,population,all_usual_residents,5946
N21000403,The_Moor_G,2021,population,all_usual_residents,7231
N21000355,Bann_F,2021,population,all_usual_residents,4740
N21000430,Waterside_H,2021,population,all_usual_residents,6006
N21000431,Waterside_J,2021,population,all_usual_residents,1226
N21000404,The_Moor_H,2021,population,all_usual_residents,5707
N21000591,Braid_A,2021,population,all_usual_residents,244
N21000432,Waterside_K,2021,population,all_usual_residents,8922
N21000433,Waterside_L,2021,population,all_usual_residents,2562
N21000434,Waterside_N,2021,population,all_usual_residents,8327
N21000435,Waterside_P,2021,population,all_usual_residents,7550
N21000440,Faughan_E,2021,population,all_usual_residents,1060
N21000441,Faughan_F,2021,population,all_usual_residents,9116
N21000356,Bann_G,2021,population,all_usual_residents,5804
N21000357,Bann_H,2021,population,all_usual_residents,8151
N21000340,Benbradagh_E,2021,population,all_usual_residents,1831
N21000592,Braid_B,2021,population,all_usual_residents,5248
N21000396,Ballymoney_L,2021,population,all_usual_residents,4534
N21000593,Braid_C,2021,population,all_usual_residents,2781
N21000442,Faughan_G,2021,population,all_usual_residents,3300
N21000341,Benbradagh_F,2021,population,all_usual_residents,8852
N21000603,Coast_Road_C,2021,population,all_usual_residents,3507
N21000572,Bannside_A,2021,population,all_usual_residents,467
N21000443,Faughan_H,2021,population,all_usual_residents,6240
N21000342,Benbradagh_G,2021,population,all_usual_residents,9877
N21000637,Carntogher_A,2021,population,all_usual_residents,5042
N21000594,Braid_D,2021,population,all_usual_residents,9937
N21000595,Braid_E,2021,population,all_usual_residents,568
N21000573,Bannside_B,2021,population,all_usual_residents,8545
N21000574,Bannside_C,2021,population,all_usual_residents,6953
N21000638,Carntogher_B,2021,population,all_usual_residents,578
N21000444,Sperrin_A,2021,population,all_usual_residents,6140
N21000581,Ballymena_A,2021,population,all_usual_residents,2614
N21000445,Sperrin_B,2021,population,all_usual_residents,4508
N21000604,Coast_Road_D,2021,population,all_usual_residents,6481
N21000582,Ballymena_B,2021,population,all_usual_residents,8279
N21000583,Ballymena_C,2021,population,all_usual_residents,2692
N21000584,Ballymena_D,2021,population,all_usual_residents,299
N21000575,Bannside_D,2021,population,all_usual_residents,3535
N21000585,Ballymena_E,2021,population,all_usual_residents,6685
N21000605,Coast_Road_E,2021,population,all_usual_residents,4667
N21000606,Coast_Road_F,2021,population,all_usual_residents,9437
N21000586,Ballymena_F,2021,population,all_usual_residents,8578
N21000607,Coast_Road_G,2021,population,all_usual_residents,5290
N21000610,Larne_Lough_A,2021,population,all_usual_residents,2421
N21000608,Coast_Road_H,2021,population,all_usual_residents,9596
N21000609,Coast_Road_J,2021,population,all_usual_residents,5659
N21000587,Ballymena_G,2021,population,all_usual_residents,8215
N21000588,Ballymena_H,2021,population,all_usual_residents,8898
N21000589,Ballymena_J,2021,population,all_usual_residents,989
N21000576,Bannside_E,2021,population,all_usual_residents,882
N21000611,Larne_Lough_B,2021,population,all_usual_residents,5990
N21000577,Bannside_F,2021,population,all_usual_residents,4918
N21000596,Braid_F,2021,population,all_usual_residents,4935
N21000612,Larne_Lough_C,2021,population,all_usual_residents,5862
N21000597,Braid_G,2021,population,all_usual_residents,2452
N21000598,Braid_H,2021,population,all_usual_residents,4654
N21000578,Bannside_G,2021,population,all_usual_residents,4764
N21000639,Carntogher_C,2021,population,all_usual_residents,1690
N21000590,Ballymena_K,2021,population,all_usual_residents,3152
N21000599,Braid_J,2021,population,all_usual_residents,4882
N21000640,Carntogher_D,2021,population,all_usual_residents,9524
N21000641,Carntogher_E,2021,population,all_usual_residents,1067
N21000642,Carntogher_F,2021,population,all_usual_residents,5343
N21000446,Sperrin_C,2021,population,all_usual_residents,4587
N21000579,Bannside_H,2021,population,all_usual_residents,6696
N21000613,Larne_Lough_D,2021,population,all_usual_residents,7974
N21000447,Sperrin_D,2021,population,all_usual_residents,7405
N21000643,Moyola_A,2021,population,all_usual_residents,9546
N21000614,Larne_Lough_E,2021,population,all_usual_residents,8459
N21000580,Bannside_J,2021,population,all_usual_residents,285
N21000448,Sperrin_E,2021,population,all_usual_residents,2434
N21000449,Sperrin_F,2021,population,all_usual_residents,1266
N21000644,Moyola_B,2021,population,all_usual_residents,6097
N21000450,Sperrin_G,2021,population,all_usual_residents,4816
N21000451,Sperrin_H,2021,population,all_usual_residents,9848
N21000600,Braid_K,2021,population,all_usual_residents,5263
N21000454,Derg_A,2021,population,all_usual_residents,2513
N21000452,Sperrin_J,2021,population,all_usual_residents,1125
N21000645,Moyola_C,2021,population,all_usual_residents,5553
N21000615,Larne_Lough_F,2021,population,all_usual_residents,4867
N21000646,Moyola_D,2021,population,all_usual_residents,1501
N21000647,Moyola_E,2021,population,all_usual_residents,5695
N21000616,Larne_Lough_G,2021,population,all_usual_residents,8546
N21000001,Dunsilly_A,2021,population,all_usual_residents,2470
N21000455,Derg_B,2021,population,all_usual_residents,1094
N21000456,Derg_C,2021,population,all_usual_residents,715
N21000648,Moyola_F,2021,population,all_usual_residents,8832
N21000019,Ballyclare_A,2021,population,all_usual_residents,8686
N21000617,Larne_Lough_H,2021,population,all_usual_residents,1464
N21000619,Carrick_Castle_A,2021,population,all_usual_residents,379
N21000618,Larne_Lough_J,2021,population,all_usual_residents,4778
N21000020,Ballyclare_B,2021,population,all_usual_residents,2934
N21000453,Sperrin_K,2021,population,all_usual_residents,4410
N21000002,Dunsilly_B,2021,population,all_usual_residents,3904
N21000021,Ballyclare_C,2021,population,all_usual_residents,3828
N21000628,Knockagh_A,2021,population,all_usual_residents,5858
N21000022,Ballyclare_D,2021,population,all_usual_residents,3558
N21000651,Magherafelt_A,2021,population,all_usual_residents,3034
N21000003,Dunsilly_C,2021,population,all_usual_residents,6695
N21000649,Moyola_G,2021,population,all_usual_residents,2882
N21000023,Ballyclare_E,2021,population,all_usual_residents,3168
N21000004,Dunsilly_D,2021,population,all_usual_residents,8379
N21000005,Dunsilly_E,2021,population,all_usual_residents,979
N21000652,Magherafelt_B,2021,population,all_usual_residents,8126
N21000620,Carrick_Castle_B,2021,population,all_usual_residents,5333
N21000650,Moyola_H,2021,population,all_usual_residents,3617
N21000621,Carrick_Castle_C,2021,population,all_usual_residents,7059
N21000653,Magherafelt_C,2021,population,all_usual_residents,2748
N21000024,Ballyclare_F,2021,population,all_usual_residents,2373
N21000025,Ballyclare_G,2021,population,all_usual_residents,1992
N21000622,Carrick_Castle_D,2021,population,all_usual_residents,283
N21000623,Carrick_Castle_E,2021,population,all_usual_residents,9181
N21000007,Antrim_A,2021,population,all_usual_residents,1244
N21000629,Knockagh_B,2021,population,all_usual_residents,7777
N21000006,Dunsilly_F,2021,population,all_usual_residents,4031
N21000630,Knockagh_C,2021,population,all_usual_residents,7270
N21000008,Antrim_B,2021,population,all_usual_residents,1642
N21000624,Carrick_Castle_F,2021,population,all_usual_residents,2232
N21000631,Knockagh_D,2021,population,all_usual_residents,4768
N21000625,Carrick_Castle_G,2021,population,all_usual_residents,4679
N21000632,Knockagh_E,2021,population,all_usual_residents,429
N21000026,Ballyclare_H,2021,population,all_usual_residents,3512
N21000009,Antrim_C,2021,population,all_usual_residents,5951
N21000626,Carrick_Castle_H,2021,population,all_usual_residents,9752
N21000457,Derg_D,2021,population,all_usual_residents,7022
N21000633,Knockagh_F,2021,population,all_usual_residents,8548
N21000010,Antrim_D,2021,population,all_usual_residents,1693
N21000011,Antrim_E,2021,population,all_usual_residents,8272
N21000627,Carrick_Castle_J,2021,population,all_usual_residents,9901
N21000012,Antrim_F,2021,population,all_usual_residents,6620
N21000013,Antrim_G,2021,population,all_usual_residents,6620
N21000014,Antrim_H,2021,population,all_usual_residents,1079
N21000015,Antrim_J,2021,population,all_usual_residents,2483
N21000016,Antrim_K,2021,population,all_usual_residents,9984
N21000027,Three_Mile_Water_A,2021,population,all_usual_residents,8247
N21000017,Antrim_L,2021,population,all_usual_residents,2965
N21000028,Three_Mile_Water_B,2021,population,all_usual_residents,6219
N21000018,Antrim_N,2021,population,all_usual_residents,3549
N21000634,Knockagh_G,2021,population,all_usual_residents,8998
N21000458,Derg_E,2021,population,all_usual_residents,7968
N21000654,Magherafelt_D,2021,population,all_usual_residents,8950
N21000655,Magherafelt_E,2021,population,all_usual_residents,7205
N21000635,Knockagh_H,2021,population,all_usual_residents,2594
N21000059,Airport_A,2021,population,all_usual_residents,7005
N21000060,Airport_B,2021,population,all_usual_residents,1072
N21000636,Knockagh_J,2021,population,all_usual_residents,9621
N21000029,Three_Mile_Water_C,2021,population,all_usual_residents,8837
N21000030,Three_Mile_Water_D,2021,population,all_usual_residents,960
N21000459,Derg_F,2021,population,all_usual_residents,7213
N21000031,Three_Mile_Water_E,2021,population,all_usual_residents,918
N21000032,Three_Mile_Water_F,2021,population,all_usual_residents,2629
N21000033,Three_Mile_Water_G,2021,population,all_usual_residents,7
N21000034,Three_Mile_Water_H,2021,population,all_usual_residents,5017
N21000048,Glengormley_Urban_A,2021,population,all_usual_residents,3370
N21000035,Three_Mile_Water_J,2021,population,all_usual_residents,5748
N21000036,Three_Mile_Water_K,2021,population,all_usual_residents,2806
N21000460,Derg_G,2021,population,all_usual_residents,3389
N21000049,Glengormley_Urban_B,2021,population,all_usual_residents,7214
N21000050,Glengormley_Urban_C,2021,population,all_usual_residents,5557
N21000656,Magherafelt_F,2021,population,all_usual_residents,6678
N21000657,Magherafelt_G,2021,population,all_usual_residents,2774
N21000061,Airport_C,2021,population,all_usual_residents,9924
N21000829,Bangor_East_and_Donaghadee_A,2021,population,all_usual_residents,6358
N21000037,Macedon_A,2021,population,all_usual_residents,9475
N21000051,Glengormley_Urban_D,2021,population,all_usual_residents,2377
N21000038,Macedon_B,2021,population,all_usual_residents,7095
N21000052,Glengormley_Urban_E,2021,population,all_usual_residents,2378
N21000062,Airport_D,2021,population,all_usual_residents,1058
N21000039,Macedon_C,2021,population,all_usual_residents,4775
N21000504,Mid_Tyrone_A,2021,population,all_usual_residents,2904
N21000053,Glengormley_Urban_F,2021,population,all_usual_residents,108
N21000795,Holywood_and_Clandeboye_A,2021,population,all_usual_residents,7564
N21000054,Glengormley_Urban_G,2021,population,all_usual_residents,7517
N21000040,Macedon_D,2021,population,all_usual_residents,6250
N21000055,Glengormley_Urban_H,2021,population,all_usual_residents,334
N21000815,Bangor_Central_A,2021,population,all_usual_residents,4910
N21000041,Macedon_E,2021,population,all_usual_residents,9241
N21000063,Airport_E,2021,population,all_usual_residents,4273
N21000658,Cookstown_A,2021,population,all_usual_residents,502
N21000042,Macedon_F,2021,population,all_usual_residents,6869
N21000056,Glengormley_Urban_J,2021,population,all_usual_residents,6286
N21000796,Holywood_and_Clandeboye_B,2021,population,all_usual_residents,4262
N21000816,Bangor_Central_B,2021,population,all_usual_residents,6786
N21000817,Bangor_Central_C,2021,population,all_usual_residents,7687
N21000818,Bangor_Central_D,2021,population,all_usual_residents,8994
